"","Title","Location","Posted_Date","Institution","Link","Archive_Date","Job_Type","Category"
"2382","Director/Professor - Powell Research and Extension Center","United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","Uncategorized"
"2383","Cent$ible Nutrition Program Educator 1 - North Lincoln/Sublette/Teton Counties","Afton, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2384","Cent$ible Nutrition Program Educator 1 - Wind River Reservation","Fort Washakie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2385","Asst Professor - Anthropology","Laramie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","Social Science"
"2386","Asst Professor - Latin American History","Laramie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","History"
"2387","Professor of Practice - Energy & Petroleum Engineering","Laramie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2388","Post Doc Res Assoc - Dr. Koger lab, School of Computing","Laramie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2389","Post Doc Res Assoc - School of Pharmacy","United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2390","Assistant Professor - Family & Consumer Sciences (Extension Specialist in Human Nutrition and Food)","Laramie, WY, United States","12/06/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-06,"Instructor/Teacher/Faculty","Extension/Outreach"
"2391","Interim Instructor, Mathematics","US-WY-Cheyenne","1 month ago(11/15/2024 9:05 AM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Instructor/Teacher/Faculty","Math"
"2392","Interim Instructor/Clinical Coordinator, Physical Therapist Assistant Program","US-WY-Cheyenne","2 months ago(10/14/2024 3:32 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Instructor/Teacher/Faculty","Physical Education"
"2393","Adjunct Instructor, WHP","US-WY-Cheyenne","2 years ago(8/18/2022 1:38 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Adjunct/Part-Time Faculty","Uncategorized"
"2394","Adjunct Instructor, Communication","US-WY-Cheyenne","2 years ago(7/21/2022 3:41 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Adjunct/Part-Time Faculty","Humanities"
"2395","Adjunct Instructor, Industrial Systems","US-WY-Cheyenne","3 years ago(11/4/2021 1:57 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2396","Adjunct Instructor, Diesel Technology","US-WY-Cheyenne","3 years ago(10/25/2021 9:47 AM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2397","Adjunct Instructor, Electrical Technology","US-WY-Cheyenne","3 years ago(10/14/2021 9:49 AM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2398","Subject Matter Expert, Life Enrichment Class","US-WY-Cheyenne","3 years ago(7/20/2021 12:35 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2399","Adjunct Faculty - Automotive Technology","
                Technology & Industry
","
                10/14/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2400","Adjunct Faculty - Computer Science","
                Business Div
","
                12/03/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Business & Computing"
"2401","Adjunct Faculty -Psychology ( Evanston Campus)","
                Social Sciences & Education Division
","
                11/18/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","Social Science"
"2402","Instructor / Assistant Professor of Electrical & Instrumentation Technology","
                Technology & Industry
","
                11/18/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2403","Adjunct Faculty - Information Systems","
                Business Div
","
                10/01/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2404","Instructor/Assistant Professor of Industrial Maintenance","
                Technology & Industry
","
                02/19/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2405","Adjunct Faculty - Welding (Star Valley High School)","
                Technology & Industry
","
                07/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2406","Adjunct Faculty-Commerical Driver's License (CDL)","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2407","Adjunct Faculty - EMS (Workforce)","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2408","Adjunct Faculty - Industrial Safety","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2409","Instructor/Assistant Professor of Substation Technology","
                Technology & Industry
","
                05/22/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2410","Instructor/Assistant Professor of Electrical & Instrumentation (Evanston Campus)","
                Technology & Industry
","
                05/20/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2411","Non-Credit Instructor (Star Valley, Wyoming)","
                Afton Outreach
","
                05/20/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2412","Instructor / Assistant Professor of Powerline Technology","
                Technology & Industry
","
                05/02/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2413","Adjunct Faculty - Business","
                Business Div
","
                04/01/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Business & Computing"
"2414","Adjunct Faculty - Certified Nursing Assistant (CNA)","
                Health & Public Services
","
                03/14/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2415","Adjunct Faculty- Physical or Outdoor Activity","
                Health & Public Services
","
                10/09/2018
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","Physical Education"
"2416","Adjunct","Riverton","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Adjunct/Part-Time Faculty","Uncategorized"
"2417","Adjunct Instructor- Computer Science- Riverton","Riverton","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Business & Computing"
"2418","Adjunct- Art- Jackson","Jackson","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Adjunct/Part-Time Faculty","The Arts"
"2419","Adjunct- General for Jackson","Jackson","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Adjunct/Part-Time Faculty","Uncategorized"
"2420","Event Planning Instructor","Riverton","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2421","Hospitality/Tourism Management Instructor","Jackson","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Instructor/Teacher/Faculty","Culinary/Hospitality"
"2422","Hospitality/Tourism Management Instructor","Riverton","Posted more than 30 days ago","Central Wyoming College","https://www.schooljobs.com/careers/cwc",2024-12-13,"Instructor/Teacher/Faculty","Culinary/Hospitality"
"2423","Certified Nursing Assistant (CNA) Instructor, Torrington","Eastern Wyoming Campus","12/13/2024","Eastern Wyoming Community College","https://ewc.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2424","Certified Nursing Assistant (CNA) Instructor, Douglas","Eastern Wyoming Campus","12/13/2024","Eastern Wyoming Community College","https://ewc.peopleadmin.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2425","Verizon Innovative Learning STEM Achievers Program Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2426","Welding Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2427","Education Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Instructor/Teacher/Faculty","Education"
"2428","Electrical Apprenticeship Adjunct Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2429","Graphic Design Adjunct Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Adjunct/Part-Time Faculty","The Arts"
"2430","CDL Adjunct Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2431","Business Adjunct Instructor","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Business & Computing"
"2432","Adjunct Instructor – Part-Time","Gillette College","12/13/2024","Gillette College","https://www.gillettecollege.org/careers/",2024-12-13,"Adjunct/Part-Time Faculty","Uncategorized"
"2433","Business Faculty","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2434","Part-time Faculty Pool - Acting II Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2435","Part-time Faculty Pool - HVAC Apprenticeship Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2436","Part-time Faculty Pool - Advanced Manufacturing Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2437","Part-time Faculty Pool - Math Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Math"
"2438","Part-time Faculty Pool - Commercial Motor Vehicle (CMV) Driver Training Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2439","Part-time Faculty Pool - Electrical Apprenticeship Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2440","Manufacturing Faculty Coordinator","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2441","Part-time Faculty Pool - Music Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2442","Part-time Faculty Pool - Composites Manufacturing","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2443","Part-time Faculty Pool - Agriculture Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2444","Part-time Faculty Pool - Communications Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2445","Part-time Faculty Pool - Engineering Science and Engineering Tech Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2446","Part-time Faculty Pool - Massage Therapy Instructor (On-line)","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2447","Part-time Faculty Pool - Accounting Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2448","Part-time Faculty Pool - Computer Science or Information Technology Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2449","Part-time Faculty Pool - Business Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2450","Part-time Faculty Pool - Adobe Creative Cloud Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2451","Part-time Faculty Pool - Theater Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2452","Part-time Faculty Pool - Art Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2453","Part-time Faculty Pool - Spanish Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Language"
"2454","Part-time Faculty Pool - Culinary Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Culinary/Hospitality"
"2455","Part-time Faculty Pool - Hospitality/Tourism","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Culinary/Hospitality"
"2456","Part-time Faculty Pool - Life Science (Biology or A&P) Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2457","Part-time Faculty Pool - Online Criminal Justice Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Criminal Justice"
"2458","Part-time Faculty Pool - Welding Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2459","Part-time Faculty Pool - Machine Tool Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2460","Part-time Faculty Pool - Construction Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2461","Part-time Faculty Pool - Diesel Technology Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2462","Part-time Faculty Pool - Nursing Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2463","Part-time Faculty Pool - Astronomy Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2464","Part-time Faculty Pool - Anthropology Instructor (Online)","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2465","Part-time Faculty Pool - History Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","History"
"2466","Part-time Faculty Pool - History Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","History"
"2467","Part-time Faculty Pool - Dental Hygiene Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2468","Part-time Faculty Pool - Education Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Education"
"2469","Part-time Faculty Pool - English Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2470","Part-time Faculty Pool - Geology Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2471","Part-time Faculty Pool - Human Services Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Human Services"
"2472","Part-time Faculty Pool - Psychology Instructor","
              Staff/Faculty/Student
","12/13/2024","Sheridan College","https://jobs.sheridan.edu/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2473","Instructor/Assistant Professor of Graphic Design - Tenure Track","
                Humanities/Visual and Performing Arts
","
                12/09/2024
","Northwest College","https://northwestcollege.simplehire.com/postings/search?page=",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2474","Adjunct Instructor of Equine Studies","
                Ag, Business, Equine
","
                11/11/2024
","Northwest College","https://northwestcollege.simplehire.com/postings/search?page=",2024-12-13,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2475","Post Doc Res Assoc - Chemistry","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2476","Assistant Professor of Practice - Theatre and Dance - Stage Management and Production Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2477","Extension Educator,Asst - 4-H Youth Development, Teton Co.","Jackson, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2478","Asst Professor - Geology & Geophysics","United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2479","Post Doc Res Assoc - School of Pharmacy","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2480","Cent$ible Nutrition Program Educator 1 - Campbell & Crook Counties, UW Extension","Gillette, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2481","Asst Professor - Sociology","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2482","Assistant Professor - Strength Training, Conditioning, Human Performance, Kinesiology and Health","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Physical Education"
"2483","Asst Professor - Zoology & Physiology","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2484","Asst Professor - Mammalian Ecology/Zoology & Physiology","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2485","Asst Professor - Electrical Engineering & Computer Science","United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2486","Extension Educator, Asst., 4-H Youth Development Laramie Co.","Cheyenne, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2487","Asst Professor - Mathematics & Statistics","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Math"
"2488","Lecturer,Asst - Engineering & Physical Sciences Deans Office","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2489","Extension Educator, Asst, Niobrara County CVH","Lusk, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2490","Master Teacher (with Assistant Curator rank) - Art Museum","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2491","Asst Professor - Electrical Engineering & Computer Science","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2492","Open Rank Tenure-Track Professor of Supply Chain Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2493","Extension Educator, Asst - Sweetwater Co. CVH","Rock Springs, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2494","Asst Professor - School of Teacher Education","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Education"
"2495","Asst Professor - Chemical & Biomedical Engineering","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2496","Assistant Professor of Practice - Communication & Journalism","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2497","Assistant Librarian - Collection Management Librarian","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Library"
"2498","Extension Educator,Asst, Agriculture and Natural Resources-Uinta County, WY","Evanston, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2499","Lecturer,Asst - Mechanical Engineering","United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
