"","title","date_posted","position","location","url","District","Archive_Date"
"26","21 CCLC After School Program Activity Leaders",2020-01-21,"Student Support Services","Laura Irwin Elementary","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4",2026-07-17
"27","Bus Driver",2022-01-07,"Support Staff","District","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4",2026-07-17
"28","Substitute",2025-07-21,"Support Staff","District","https://www.applitrack.com/bgh4/onlineapp/default.aspx?all=1","Big Horn School District 4",2026-07-17
"29","Athletic/Activities Director Rawlins High School",2026-06-19,"Administration","Rawlins High School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"30","Lifeguard",2026-06-11,"Aquatics/","Rawlins Aquatics Center","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"31","Head Boys Soccer Coach",2026-07-06,"Athletics/Activities/","Rawlins High School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"32","2nd Asst. Boys Wrestling Coach",2026-07-09,"Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"33","Asst. High School Football Coach",2026-04-17,"Athletics/Activities/","Little Snake River Valley School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"34","2nd Asst. Track Coach",2026-06-01,"Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"35","2nd Asst Throwing Track Coach",2026-06-10,"Athletics/Activities/","Rawlins Middle School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"36","Music Teacher",2026-04-15,"Elementary School Teaching","Rawlins Elementary School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"37","P.E. Teacher",2026-06-15,"Elementary School Teaching","Rawlins Elementary School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"38","Substitute Food Service",2026-06-11,"Food Service/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"39","Maintenance Worker",2026-06-10,"Maintenance/Custodial","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"40","Substitute Custodian",2026-06-11,"Maintenance/Custodial/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"41","Substitute Custodian",2026-06-11,"Maintenance/Custodial/","Little Snake River Valley School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"42","Special Ed. Para Professional",2026-06-15,"Special Education/","Rawlins Elementary School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"43","Speech Para Professional",2026-06-08,"Student Support Services/","Rawlins Elementary School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"44","Substitute Teacher/ Para Professional",2026-06-11,"Substitute/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"45","ESL-MLL Para Professional",2026-06-11,"Support Staff/","Rawlins Elementary School","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"46","Substitute Bus Driver",2026-06-11,"Transportation","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"47","Bus Driver",2023-09-22,"Transportation/","District","https://www.applitrack.com/crb1/onlineapp/jobpostings/view.asp?all=1","Carbon County School District 1",2026-07-17
"48","2nd Assistant High School Football Coach",2026-05-29,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"49","First Assistant Middle School Football Coach",2026-06-04,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"50","Other Assistant Middle School Boys Wrestling Coach",2026-06-04,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"51","Assistant High School Wrestling Coach",2026-06-04,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"52","First Assistant (Head) Middle School Boys Basketball Coach",2026-02-25,"Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"53","Other Assistant Middle School Boys Basketball Coach",2026-02-25,"Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"54","Assistant High School Volleyball Coach",2026-03-03,"Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"55","Other Assistant Middle School Volleyball Coach",2026-03-06,"Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"56","Other Assistant Middle School Football Coach",2026-03-10,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"57","High School Assistant Boys Basketball Coach",2025-03-12,"Athletics/Activities/","H-E-M Junior/Senior High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"58","Other Assistant Middle School Football Coach",2026-07-06,"Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"59","First Assistant (Head) Middle School Volleyball Coach",2026-07-06,"Athletics/Activities/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"60","Other Assistant Middle School Girls Basketball Coach",2026-07-06,"Athletics/Activities/","Saratoga Middle High School","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"61","District Mechanic",2026-04-23,"Other/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"62","Occupational Therapist(s)",2023-12-22,"Student Support Services/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"63","School Psychologist",2026-05-22,"Student Support Services/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"64","Substitute Bus Driver 2026/2027 School Year",2026-06-30,"Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"65","Substitute Classroom/Special Education Aide 2026/2027 School Year",2026-06-30,"Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"66","Substitute Cook Helpers 2026/2027 School Year",2026-06-30,"Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"67","Substitute Custodian 2026/2027 School Year",2026-06-30,"Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"68","Substitute Teacher 2026/2027 School Year",2026-06-30,"Substitute/","CCSD#2","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"69","Route Bus Driver",2025-12-02,"Support Staff/","Encampment K-12","https://www.applitrack.com/crb2/onlineapp/default.aspx?all=1","Carbon County School District 2",2026-07-17
"70","JH Assistant Girls Basketball Coach",2026-04-02,"Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"71","High School Assistant Football Coach",2026-04-13,"Athletics/Activities/","Glenrock Jr/Sr High School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"72","Food Service Worker - Cook (Part -Time)",2026-07-14,"Food Service/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"73","Food Service Van Driver - (Part -Time)",2026-07-14,"Food Service/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"74","Occupational Therapist",2026-04-22,"Student Support Services Certified/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"75","Daycare Assistant",2026-07-14,"Student Support Services Classified/","Grant Elementary School","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"76","Special Education Paraprofessional",2026-04-30,"Student Support Services Classified/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"77","Substitute Teacher/Aid/Cook/Custodian/Bus Driver/Summer Help",2019-03-26,"Substitute/","Converse County School District #2","https://www.applitrack.com/converse2/onlineapp/default.aspx?all=1","Converse County School Distrcit 2",2026-07-17
"78","DMS Volleyball Aide",2026-07-01,"Athletics/Activities/Extra Duty/","Activities Department","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"79","DHS Golf Coach Aide",2026-07-01,"Athletics/Activities/Extra Duty/","Activities Department","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"80","DMS Custodian",2026-05-26,"Maintenance/Custodial/","Maintenance","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"81","DRC Lifeguard",2026-06-01,"Student/","Douglas Recreation Center","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"82","Occupational Therapist",2026-06-02,"Student Support Services","Converse County School District #1","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"83","Elementary SPED Teacher",2026-01-21,"Student Support Services","Elementary Schools","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"84","Secondary SPED Teacher",2026-01-21,"Student Support Services","Douglas Middle/High School","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"85","Certified Occupational Therapy Assistant (COTA)",2026-05-06,"Student Support Services","Converse County School District #1","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"86","CCSD#1 Paraprofessionals",2026-07-09,"Support Staff/","Converse County School District #1","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"87","Crossing Guard",2026-06-23,"Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"88","Substitute Crossing Guard",2026-06-23,"Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1",2026-07-17
"89","Head 7th Volleyball Coach",2025-12-16,"Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"90","Nutritional Service Worker (3 hour position)",2026-07-08,"Food Service/","Gannett Peak Elementary","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"91","Nutritional Service Worker (4 hour position)",2026-07-08,"Food Service/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"92","Special Education Paraprofessional",2026-07-07,"Paraprofessional/","Gannett Peak Elementary","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"93","SPED Behavior Paraprofessional (Multiple Positions)",2026-07-07,"Paraprofessional/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"94","Special Education Resource Paraprofessional",2026-07-07,"Paraprofessional/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"95","Special Education Life Skills Paraprofessional",2026-07-07,"Paraprofessional/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"96","Substitute - Classroom (At-will)",2026-07-06,"Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"97","Substitute Bus/Activity Driver (at-will)",2025-06-11,"Substitute/","Central Services","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"98","Substitute Bus/ Activity Driver (At-Will)",2026-07-06,"Substitute/","Central Services","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"99","Non-CDL Route Driver",2026-07-06,"Transportation / Warehouse/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"100","Permanent Substitute Bus Driver",2026-07-07,"Transportation / Warehouse/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1",2026-07-17
"101","Special Education Director - Open Until Filled",2026-05-29,"Administration/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"102","Northern Arapaho Language Teachers - Open Until Filled",2026-05-08,"Elementary School Teaching/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"103","Substitute Cooks",2025-10-06,"Student Support Services/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"104","Special Education Teachers - Open Until Filled.",2026-03-24,"Student Support Services/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"105","Substitute Teacher",2023-09-12,"Substitute/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"106","Paraprofessional (Special Education)",2026-03-24,"Support Staff/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21",2026-07-17
"107","No jobs",NA,NA,NA,"https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24",2026-07-17
"108","No jobs",NA,NA,NA,"https://www.applitrack.com/fcsd38/onlineapp/default.aspx?all=1","Fremont County School District 38",2026-07-17
"109","High School Assistant Volleyball Coach",2025-03-24,"Athletics/Activities","Wind River High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"110","HS Boys Boasketball Coach HEAD",2026-03-11,"Athletics/Activities","Wind River Middle/High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"111","Assistant HS Girls Basketball Coach",2026-03-26,"Athletics/Activities","Wind River High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"112","Assistant High School Boys Basketball Coach",2026-04-22,"Athletics/Activities","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"113","Assistant HS Football Coach",2026-04-22,"Athletics/Activities","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"114","Head HS Girls Basketball Coach",2026-05-13,"Athletics/Activities","Wind River Middle/High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"115","Head HS Wrestling Coach",2026-05-15,"Athletics/Activities","Wind River Middle/High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"116","Youth Volleyball Coach",2026-05-20,"Athletics/Activities","Wind River Elementary","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"117","Grounds Keeper/Custodian",2026-04-23,"Maintenance/Custodial/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"118","Custodian",2026-05-12,"Maintenance/Custodial/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"119","Title 1 Paraprofessional",2026-06-23,"Paraprofessional/","Wind River Elementary","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"120","Substitute Teacher",2024-08-20,"Substitute/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"121","Substitute Para/Custodian/Food Service",2024-11-14,"Substitute/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"122","Bus Driver",2026-05-19,"Support Staff","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6",2026-07-17
"123","Assistant High School Girls Basketball Coach",2026-05-15,"Athletics/Activities/","Wyoming Indian High School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"124","High School Assistant Volleyball Coach",2026-05-15,"Athletics/Activities/","Wyoming Indian High School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"125","High School Head Robotics Coach",2026-06-16,"Athletics/Activities/","Wyoming Indian High School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"126","High School Assistant Robotics Coach",2026-06-16,"Athletics/Activities/","Wyoming Indian High School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"127","Substitute School Nurse",2020-07-23,"Student Health Services/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"128","Substitute Teacher - Classroom",2018-10-09,"Substitute Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"129","Substitute School Secretary",2026-02-06,"Substitute Non Certified","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"130","Substitute Cook",2018-10-10,"Substitute Non Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"131","Substitute Custodian",2019-09-09,"Substitute Non Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"132","Bus Driver",2023-09-18,"Transportation/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"133","Substitute Bus Driver",2021-07-09,"Transportation/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14",2026-07-17
"134","No jobs",NA,NA,NA,"https://www.applitrack.com/rangers1/onlineapp/default.aspx?all=1","Lincoln County School District 1",2026-07-17
"135","Freshman Football Coach",2026-06-01,"Athletics/Activities/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"136","Assistant Cook",2026-06-17,"Food Service/","Powell Middle School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"137","Assistant Cook (Part-Time)",2026-06-17,"Food Service/","Powell Middle School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"138","Associate Custodian - Night Shift",2026-06-18,"Maintenance/Custodial/","Powell Middle School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"139","Bus Paraeducator",2026-06-17,"Para-Educator","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"140","Student Support Paraeducator",2026-06-17,"Para-Educator/","Powell Middle School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"141","Job Coach Paraeducator",2026-06-25,"Para-Educator/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"142","Elementary Paraeducators",2026-06-17,"Para-Educator/","Parkside Elementary School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"143","Elementary Paraeducators",2026-06-17,"Para-Educator/","Southside Elementary School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"144","Elementary Paraeducator",2026-06-17,"Para-Educator/","Westside Elementary School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"145","Special Education Paraeducator",2026-06-17,"Para-Educator/","Southside Elementary School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"146","Special Education Paraeducator",2026-06-17,"Para-Educator/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"147","Substitute School Nurse",2025-09-18,"Student Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"148","Substitute Custodian",2024-07-03,"Substitute Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"149","Substitute Bus Driver",2021-09-27,"Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"150","Bus Route Driver - Clark Elementary School - Clark, WY",2026-06-17,"Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"151","Route Bus Driver",2026-06-17,"Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1",2026-07-17
"152","Assistant Girls Volleyball Coach (6) Positions",2026-06-01,"Athletics/Activities/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6",2026-07-17
